738,893,521
594,44,430
519,270,459
564,486,475
575,476,478
851,578,493
899,631,493
707,827,543
894,889,544
521,697,501
751,813,500
409,398,500
595,676,508
936,586,502
496,839,524
818,546,500
815,524,516
737,56,463
863,74,460
565,39,461
571,55,462
482,75,460
454,97,461
403,150,463
365,259,461
398,53,461
281,256,460
721,69,462
450,330,461
444,138,462
816,106,462
385,248,454
291,8,455
639,31,435
612,39,433
706,130,435
637,113,443
680,135,442
391,97,440
547,81,462
338,88,441
710,84,462
512,253,461
608,132,434
452,50,436
371,65,432
285,135,448
353,157,448
715,135,468
741,170,467
761,146,467
611,405,467
537,409,467
708,179,462
318,100,467
517,318,466
444,173,477
440,401,474
551,470,475
336,350,477
322,316,471
277,200,482
295,29,461
424,314,461
481,303,462
297,93,468
437,32,441
478,36,440
320,525,515
849,839,511
682,212,469
703,205,470
301,154,455
339,316,492
592,167,441
589,15,443
702,27,439
574,155,439
416,107,440
550,475,509
761,37,434
342,67,435
503,72,429
493,12,446
304,99,446
396,369,472
700,474,474
599,497,516
580,500,514
664,693,514
635,698,515
740,46,434
856,863,528
452,725,540
823,713,540
765,546,515
275,533,515
604,557,512
436,825,513
358,646,515
487,421,495
578,362,494
390,370,495
395,342,494
363,335,495
373,581,492
486,558,498
820,768,522
811,878,528
474,907,531
527,714,535
402,730,537
359,793,546
340,826,544
381,786,541
363,751,544
807,740,542
833,730,538
428,778,515
486,819,523
475,831,524
435,837,523
509,19,443
809,836,510
738,100,457
518,92,435
554,242,456
763,838,503
499,72,443
364,376,487
800,622,483
635,442,481
466,741,516
351,26,450
373,222,457
919,592,481
282,159,457
661,919,534
590,651,501
710,897,519
637,721,505
519,672,504
764,808,524
481,797,516
775,57,449
459,903,547
623,912,541
599,241,449
542,599,497
476,164,460
355,263,478
904,498,506
441,199,463
516,879,536
667,459,480
385,748,527
509,544,489
845,901,538
419,194,460
607,102,439
359,599,509
438,787,526
466,687,516
394,784,521
303,715,517
888,542,491
273,311,488
465,807,541
701,662,498
555,23,433
705,666,524
914,736,516
631,587,491
331,801,536
563,424,478
490,441,487
884,790,541
622,625,518
653,879,553
782,762,524
692,478,499
798,729,540
858,727,536
913,560,517
875,527,508
657,687,531
494,757,506
782,514,513
888,64,462
441,762,529
294,374,476
609,498,497
524,848,538
771,640,516
566,220,472
649,89,457
647,424,496
336,220,460
705,877,536
416,253,485
383,246,463
869,531,490
769,51,430
732,829,510
788,820,521
462,856,536
498,378,491
322,344,485
517,55,457
664,505,503
491,469,492
822,514,492
663,444,497
472,656,526
751,539,483
418,778,540
573,235,460
348,783,516
347,377,494
854,742,514
747,540,509
913,527,515
651,552,505
491,393,480
502,134,455
433,544,509
736,612,516
937,733,514
784,653,501
507,510,498
304,693,520
536,226,452
483,761,521
553,454,493
491,174,450
634,389,475
554,537,493
282,200,466
566,291,474
382,910,542
801,542,504
619,52,445
897,611,503
593,578,495
653,595,512
341,657,516
698,644,502
516,434,488
365,172,462
945,545,490
391,137,450
566,61,444
335,747,521
555,475,491
426,726,515
351,419,490
619,75,440
816,639,491
688,891,542
496,905,538
295,293,473
697,547,500
364,710,518
642,316,465
365,859,528
656,118,447
580,327,485
347,836,526
500,197,457
567,564,505
522,697,514
294,60,447
608,891,545
439,527,495
825,587,487
616,210,460
458,305,472
706,790,524
543,285,469
784,635,487
810,49,438
674,557,495
811,537,481
894,913,535
350,334,480
570,327,464
369,58,453
359,134,451
512,799,513
699,494,499
710,606,512
633,29,449
919,763,494
765,509,485
648,860,548
505,359,472
419,659,520
806,508,487
295,514,509
592,148,460
612,457,474
585,115,457
430,69,452
680,353,488
407,714,526
654,222,467
536,875,544
448,585,500
410,889,534
407,374,491
620,317,466
488,110,455
628,367,469
630,611,510
691,227,470
407,579,504
500,43,452
519,362,487
389,175,457
494,342,472
361,518,499
735,658,502
713,69,439
813,623,499
490,594,500
298,349,475
831,877,525
590,483,499
556,352,477
741,523,489
832,600,505
733,896,553
448,562,501
561,594,499
700,569,500
727,599,503
772,586,498
752,521,502
757,482,500
673,480,500
574,501,499
563,434,501
436,664,500
466,487,502
491,450,502
479,503,501
518,577,501
719,673,503
758,645,498
709,621,503
602,460,502
562,532,504
629,529,504
606,515,505
507,463,501
367,671,504
414,611,499
278,554,499
609,596,500
574,49,425
483,348,487
670,151,443
614,441,482
598,356,476
663,566,509
624,386,494
701,518,493
757,903,556
331,647,501
635,209,459
359,209,463
688,869,541
344,466,494
803,813,544
329,550,500
535,413,500
540,393,499
457,401,500
416,441,500
321,529,498
739,124,440
504,717,503
543,748,502
512,622,505
693,365,492
653,585,491
623,513,512
651,523,510
667,530,511
675,549,509
678,514,512
687,578,512
738,641,513
794,638,512
906,562,493
547,611,513
388,517,513
425,525,513
397,596,515
398,656,513
445,621,511
612,677,509
648,675,513
666,673,515
593,627,511
699,665,512
359,511,511
885,561,488
863,554,491
743,633,492
648,638,501
666,631,504
705,694,502
549,454,504
492,539,502
498,659,502
313,505,502
632,414,493
684,434,493
384,495,492
380,512,490
276,288,493
295,291,492
451,333,490
542,356,489
522,340,492
562,348,493
596,351,490
613,359,491
644,396,491
656,547,488
766,532,492
726,508,487
259,662,522
634,168,456
586,87,445
542,128,448
423,905,550
372,818,547
513,84,458
388,497,511
702,455,498
418,301,487
429,579,514
757,794,544
359,494,484
642,579,519
532,760,517
776,657,516
513,652,524
706,135,449
547,27,449
429,406,487
916,541,492
399,834,525
752,819,517
366,433,484
563,369,476
450,60,452
791,597,525
348,75,451
680,793,541
330,40,454
466,467,490
837,781,533
832,915,531
294,269,478
575,239,479
454,742,536
380,384,479
800,854,547
872,761,503
475,510,493
785,685,496
586,405,493
714,815,509
516,526,485
761,43,452
783,623,505
392,266,482
752,654,514
708,807,538
584,424,495
688,449,476
593,256,477
734,504,505
361,836,543
603,126,448
611,340,480
266,522,500
414,131,452
334,473,494
710,28,421
359,389,477
559,251,469
331,513,503
542,439,482
663,418,485
564,106,433
596,305,477
579,383,470
517,454,489
402,564,511
675,81,448
682,510,495
538,578,505
776,75,447
671,368,493
427,324,481
473,609,503
478,573,509
277,181,457
475,376,476
448,251,475
667,870,547
596,675,523
871,64,445
478,309,473
681,410,481
553,219,451
436,599,499
657,22,439
471,50,458
288,80,450
299,39,445
501,299,476
582,610,509
284,696,518
749,80,454
585,310,460
595,46,454
346,239,477
385,765,531
732,56,428
341,353,486
538,247,478
431,148,468
418,848,539
839,813,546
538,723,519
